orderid,orderdate,delta
10532,1997-05-09 00:00:00.0,0
10533,1997-05-12 00:00:00.0,0
10533,1997-05-12 00:00:00.0,0
10533,1997-05-12 00:00:00.0,0
10534,1997-05-12 00:00:00.0,0
10534,1997-05-12 00:00:00.0,0
10534,1997-05-12 00:00:00.0,0
10534,1997-05-12 00:00:00.0,0
10535,1997-05-13 00:00:00.0,0
10535,1997-05-13 00:00:00.0,0
10535,1997-05-13 00:00:00.0,0
10536,1997-05-14 00:00:00.0,0
10536,1997-05-14 00:00:00.0,0
10536,1997-05-14 00:00:00.0,0
10537,1997-05-14 00:00:00.0,0
10537,1997-05-14 00:00:00.0,0
10537,1997-05-14 00:00:00.0,0
10537,1997-05-14 00:00:00.0,0
10538,1997-05-15 00:00:00.0,0
10538,1997-05-15 00:00:00.0,0
10538,1997-05-15 00:00:00.0,0
10539,1997-05-16 00:00:00.0,0
10539,1997-05-16 00:00:00.0,0
10539,1997-05-16 00:00:00.0,0
10540,1997-05-19 00:00:00.0,0
10540,1997-05-19 00:00:00.0,0
10540,1997-05-19 00:00:00.0,0
10541,1997-05-19 00:00:00.0,0
10541,1997-05-19 00:00:00.0,0
10541,1997-05-19 00:00:00.0,0
10541,1997-05-19 00:00:00.0,0
10542,1997-05-20 00:00:00.0,0
10542,1997-05-20 00:00:00.0,0
10542,1997-05-20 00:00:00.0,0
10543,1997-05-21 00:00:00.0,0
10543,1997-05-21 00:00:00.0,0
10543,1997-05-21 00:00:00.0,0
10544,1997-05-21 00:00:00.0,0
10544,1997-05-21 00:00:00.0,0
10544,1997-05-21 00:00:00.0,0
10544,1997-05-21 00:00:00.0,0
10545,1997-05-22 00:00:00.0,0
10545,1997-05-22 00:00:00.0,0
10545,1997-05-22 00:00:00.0,0
10546,1997-05-23 00:00:00.0,0
10546,1997-05-23 00:00:00.0,0
10546,1997-05-23 00:00:00.0,0
10547,1997-05-23 00:00:00.0,0
10547,1997-05-23 00:00:00.0,0
10547,1997-05-23 00:00:00.0,0
10547,1997-05-23 00:00:00.0,0
10548,1997-05-26 00:00:00.0,0
10548,1997-05-26 00:00:00.0,0
10548,1997-05-26 00:00:00.0,0
10549,1997-05-27 00:00:00.0,0
10549,1997-05-27 00:00:00.0,0
10549,1997-05-27 00:00:00.0,0
10550,1997-05-28 00:00:00.0,0
10550,1997-05-28 00:00:00.0,0
10550,1997-05-28 00:00:00.0,0
10551,1997-05-28 00:00:00.0,0
10551,1997-05-28 00:00:00.0,0
10551,1997-05-28 00:00:00.0,0
10551,1997-05-28 00:00:00.0,0
10552,1997-05-29 00:00:00.0,0
10552,1997-05-29 00:00:00.0,0
10552,1997-05-29 00:00:00.0,0
10553,1997-05-30 00:00:00.0,0
10553,1997-05-30 00:00:00.0,0
10553,1997-05-30 00:00:00.0,0
10554,1997-05-30 00:00:00.0,0
10554,1997-05-30 00:00:00.0,0
10554,1997-05-30 00:00:00.0,0
10554,1997-05-30 00:00:00.0,0
10555,1997-06-02 00:00:00.0,0
10555,1997-06-02 00:00:00.0,0
10555,1997-06-02 00:00:00.0,0
10556,1997-06-03 00:00:00.0,0
10556,1997-06-03 00:00:00.0,0
10556,1997-06-03 00:00:00.0,0
10557,1997-06-03 00:00:00.0,0
10557,1997-06-03 00:00:00.0,0
10557,1997-06-03 00:00:00.0,0
10557,1997-06-03 00:00:00.0,0
10558,1997-06-04 00:00:00.0,0
10558,1997-06-04 00:00:00.0,0
10558,1997-06-04 00:00:00.0,0
10559,1997-06-05 00:00:00.0,0
10559,1997-06-05 00:00:00.0,0
10559,1997-06-05 00:00:00.0,0
10560,1997-06-06 00:00:00.0,0
10560,1997-06-06 00:00:00.0,0
10560,1997-06-06 00:00:00.0,0
10561,1997-06-06 00:00:00.0,0
10561,1997-06-06 00:00:00.0,0
10561,1997-06-06 00:00:00.0,0
10561,1997-06-06 00:00:00.0,0
10562,1997-06-09 00:00:00.0,0
10562,1997-06-09 00:00:00.0,0
10562,1997-06-09 00:00:00.0,0
10563,1997-06-10 00:00:00.0,0
10563,1997-06-10 00:00:00.0,0
10563,1997-06-10 00:00:00.0,0
10564,1997-06-10 00:00:00.0,0
10564,1997-06-10 00:00:00.0,0
10564,1997-06-10 00:00:00.0,0
10564,1997-06-10 00:00:00.0,0
10565,1997-06-11 00:00:00.0,0
10565,1997-06-11 00:00:00.0,0
10565,1997-06-11 00:00:00.0,0
10566,1997-06-12 00:00:00.0,0
10566,1997-06-12 00:00:00.0,0
10566,1997-06-12 00:00:00.0,0
10567,1997-06-12 00:00:00.0,0
10567,1997-06-12 00:00:00.0,0
10567,1997-06-12 00:00:00.0,0
10567,1997-06-12 00:00:00.0,0
10568,1997-06-13 00:00:00.0,0
10568,1997-06-13 00:00:00.0,0
10568,1997-06-13 00:00:00.0,0
10569,1997-06-16 00:00:00.0,0
10569,1997-06-16 00:00:00.0,0
10569,1997-06-16 00:00:00.0,0
10570,1997-06-17 00:00:00.0,0
10570,1997-06-17 00:00:00.0,0
10570,1997-06-17 00:00:00.0,0
10571,1997-06-17 00:00:00.0,0
10571,1997-06-17 00:00:00.0,0
10571,1997-06-17 00:00:00.0,0
10571,1997-06-17 00:00:00.0,0
10572,1997-06-18 00:00:00.0,0
10572,1997-06-18 00:00:00.0,0
10572,1997-06-18 00:00:00.0,0
10573,1997-06-19 00:00:00.0,0
10573,1997-06-19 00:00:00.0,0
10573,1997-06-19 00:00:00.0,0
10574,1997-06-19 00:00:00.0,0
10574,1997-06-19 00:00:00.0,0
10574,1997-06-19 00:00:00.0,0
10574,1997-06-19 00:00:00.0,0
10575,1997-06-20 00:00:00.0,0
10575,1997-06-20 00:00:00.0,0
10575,1997-06-20 00:00:00.0,0
10576,1997-06-23 00:00:00.0,0
10576,1997-06-23 00:00:00.0,0
10576,1997-06-23 00:00:00.0,0
10577,1997-06-23 00:00:00.0,0
10577,1997-06-23 00:00:00.0,0
10577,1997-06-23 00:00:00.0,0
10577,1997-06-23 00:00:00.0,0
10578,1997-06-24 00:00:00.0,0
10578,1997-06-24 00:00:00.0,0
10578,1997-06-24 00:00:00.0,0
10579,1997-06-25 00:00:00.0,0
10579,1997-06-25 00:00:00.0,0
10579,1997-06-25 00:00:00.0,0
10580,1997-06-26 00:00:00.0,0
10580,1997-06-26 00:00:00.0,0
10580,1997-06-26 00:00:00.0,0
10581,1997-06-26 00:00:00.0,0
10581,1997-06-26 00:00:00.0,0
10581,1997-06-26 00:00:00.0,0
10581,1997-06-26 00:00:00.0,0
10582,1997-06-27 00:00:00.0,0
10582,1997-06-27 00:00:00.0,0
10582,1997-06-27 00:00:00.0,0
10583,1997-06-30 00:00:00.0,0
10583,1997-06-30 00:00:00.0,0
10583,1997-06-30 00:00:00.0,0
10584,1997-06-30 00:00:00.0,0
10584,1997-06-30 00:00:00.0,0
10584,1997-06-30 00:00:00.0,0
10584,1997-06-30 00:00:00.0,0
10585,1997-07-01 00:00:00.0,0
10585,1997-07-01 00:00:00.0,0
10585,1997-07-01 00:00:00.0,0
10586,1997-07-02 00:00:00.0,0
10586,1997-07-02 00:00:00.0,0
10586,1997-07-02 00:00:00.0,0
10587,1997-07-02 00:00:00.0,0
10587,1997-07-02 00:00:00.0,0
10587,1997-07-02 00:00:00.0,0
10587,1997-07-02 00:00:00.0,0
10588,1997-07-03 00:00:00.0,0
10588,1997-07-03 00:00:00.0,0
10588,1997-07-03 00:00:00.0,0
10589,1997-07-04 00:00:00.0,0
10589,1997-07-04 00:00:00.0,0
10589,1997-07-04 00:00:00.0,0
10590,1997-07-07 00:00:00.0,0
10590,1997-07-07 00:00:00.0,0
10590,1997-07-07 00:00:00.0,0
10591,1997-07-07 00:00:00.0,0
10591,1997-07-07 00:00:00.0,0
10591,1997-07-07 00:00:00.0,0
10591,1997-07-07 00:00:00.0,0
10592,1997-07-08 00:00:00.0,0
10592,1997-07-08 00:00:00.0,0
10592,1997-07-08 00:00:00.0,0
10593,1997-07-09 00:00:00.0,0
10593,1997-07-09 00:00:00.0,0
10593,1997-07-09 00:00:00.0,0
10594,1997-07-09 00:00:00.0,0
10594,1997-07-09 00:00:00.0,0
10594,1997-07-09 00:00:00.0,0
10594,1997-07-09 00:00:00.0,0
10595,1997-07-10 00:00:00.0,0
10595,1997-07-10 00:00:00.0,0
10595,1997-07-10 00:00:00.0,0
10596,1997-07-11 00:00:00.0,0
10596,1997-07-11 00:00:00.0,0
10596,1997-07-11 00:00:00.0,0
10597,1997-07-11 00:00:00.0,0
10597,1997-07-11 00:00:00.0,0
10597,1997-07-11 00:00:00.0,0
10597,1997-07-11 00:00:00.0,0
10598,1997-07-14 00:00:00.0,0
10598,1997-07-14 00:00:00.0,0
10598,1997-07-14 00:00:00.0,0
10599,1997-07-15 00:00:00.0,0
10599,1997-07-15 00:00:00.0,0
10599,1997-07-15 00:00:00.0,0
10600,1997-07-16 00:00:00.0,0
10600,1997-07-16 00:00:00.0,0
10600,1997-07-16 00:00:00.0,0
10601,1997-07-16 00:00:00.0,0
10601,1997-07-16 00:00:00.0,0
10601,1997-07-16 00:00:00.0,0
10601,1997-07-16 00:00:00.0,0
10602,1997-07-17 00:00:00.0,0
10602,1997-07-17 00:00:00.0,0
10602,1997-07-17 00:00:00.0,0
10603,1997-07-18 00:00:00.0,0
10603,1997-07-18 00:00:00.0,0
10603,1997-07-18 00:00:00.0,0
10604,1997-07-18 00:00:00.0,0
10604,1997-07-18 00:00:00.0,0
10604,1997-07-18 00:00:00.0,0
10604,1997-07-18 00:00:00.0,0
10605,1997-07-21 00:00:00.0,0
10605,1997-07-21 00:00:00.0,0
10605,1997-07-21 00:00:00.0,0
10606,1997-07-22 00:00:00.0,0
10606,1997-07-22 00:00:00.0,0
10606,1997-07-22 00:00:00.0,0
10607,1997-07-22 00:00:00.0,0
10607,1997-07-22 00:00:00.0,0
10607,1997-07-22 00:00:00.0,0
10607,1997-07-22 00:00:00.0,0
10608,1997-07-23 00:00:00.0,0
10608,1997-07-23 00:00:00.0,0
10608,1997-07-23 00:00:00.0,0
10609,1997-07-24 00:00:00.0,0
10609,1997-07-24 00:00:00.0,0
10609,1997-07-24 00:00:00.0,0
10610,1997-07-25 00:00:00.0,0
10610,1997-07-25 00:00:00.0,0
10610,1997-07-25 00:00:00.0,0
10611,1997-07-25 00:00:00.0,0
10611,1997-07-25 00:00:00.0,0
10611,1997-07-25 00:00:00.0,0
10611,1997-07-25 00:00:00.0,0
10612,1997-07-28 00:00:00.0,0
10612,1997-07-28 00:00:00.0,0
10612,1997-07-28 00:00:00.0,0
10613,1997-07-29 00:00:00.0,0
10613,1997-07-29 00:00:00.0,0
10613,1997-07-29 00:00:00.0,0
10614,1997-07-29 00:00:00.0,0
10614,1997-07-29 00:00:00.0,0
10614,1997-07-29 00:00:00.0,0
10614,1997-07-29 00:00:00.0,0
10615,1997-07-30 00:00:00.0,0
10615,1997-07-30 00:00:00.0,0
10615,1997-07-30 00:00:00.0,0
10616,1997-07-31 00:00:00.0,0
10616,1997-07-31 00:00:00.0,0
10616,1997-07-31 00:00:00.0,0
10617,1997-07-31 00:00:00.0,0
10617,1997-07-31 00:00:00.0,0
10617,1997-07-31 00:00:00.0,0
10617,1997-07-31 00:00:00.0,0
10618,1997-08-01 00:00:00.0,0
10618,1997-08-01 00:00:00.0,0
10618,1997-08-01 00:00:00.0,0
10619,1997-08-04 00:00:00.0,0
10619,1997-08-04 00:00:00.0,0
10619,1997-08-04 00:00:00.0,0
10620,1997-08-05 00:00:00.0,0
10620,1997-08-05 00:00:00.0,0
10620,1997-08-05 00:00:00.0,0
10621,1997-08-05 00:00:00.0,0
10621,1997-08-05 00:00:00.0,0
10621,1997-08-05 00:00:00.0,0
10621,1997-08-05 00:00:00.0,0
10622,1997-08-06 00:00:00.0,0
10622,1997-08-06 00:00:00.0,0
10622,1997-08-06 00:00:00.0,0
10623,1997-08-07 00:00:00.0,0
10623,1997-08-07 00:00:00.0,0
10623,1997-08-07 00:00:00.0,0
10624,1997-08-07 00:00:00.0,0
10624,1997-08-07 00:00:00.0,0
10624,1997-08-07 00:00:00.0,0
10624,1997-08-07 00:00:00.0,0
10625,1997-08-08 00:00:00.0,0
10625,1997-08-08 00:00:00.0,0
10625,1997-08-08 00:00:00.0,0
10626,1997-08-11 00:00:00.0,0
10626,1997-08-11 00:00:00.0,0
10626,1997-08-11 00:00:00.0,0
10627,1997-08-11 00:00:00.0,0
10627,1997-08-11 00:00:00.0,0
10627,1997-08-11 00:00:00.0,0
10627,1997-08-11 00:00:00.0,0
10628,1997-08-12 00:00:00.0,0
10628,1997-08-12 00:00:00.0,0
10628,1997-08-12 00:00:00.0,0
10629,1997-08-12 00:00:00.0,0
10629,1997-08-12 00:00:00.0,0
10629,1997-08-12 00:00:00.0,0
10629,1997-08-12 00:00:00.0,0
10630,1997-08-13 00:00:00.0,0
10630,1997-08-13 00:00:00.0,0
10630,1997-08-13 00:00:00.0,0
10631,1997-08-14 00:00:00.0,0
10631,1997-08-14 00:00:00.0,0
10631,1997-08-14 00:00:00.0,0
10632,1997-08-14 00:00:00.0,0
10632,1997-08-14 00:00:00.0,0
10632,1997-08-14 00:00:00.0,0
10632,1997-08-14 00:00:00.0,0
10633,1997-08-15 00:00:00.0,0
10633,1997-08-15 00:00:00.0,0
10633,1997-08-15 00:00:00.0,0
10634,1997-08-15 00:00:00.0,0
10634,1997-08-15 00:00:00.0,0
10634,1997-08-15 00:00:00.0,0
10634,1997-08-15 00:00:00.0,0
10635,1997-08-18 00:00:00.0,0
10635,1997-08-18 00:00:00.0,0
10635,1997-08-18 00:00:00.0,0
10636,1997-08-19 00:00:00.0,0
10636,1997-08-19 00:00:00.0,0
10636,1997-08-19 00:00:00.0,0
10637,1997-08-19 00:00:00.0,0
10637,1997-08-19 00:00:00.0,0
10637,1997-08-19 00:00:00.0,0
10637,1997-08-19 00:00:00.0,0
10638,1997-08-20 00:00:00.0,0
10638,1997-08-20 00:00:00.0,0
10638,1997-08-20 00:00:00.0,0
10639,1997-08-20 00:00:00.0,0
10639,1997-08-20 00:00:00.0,0
10639,1997-08-20 00:00:00.0,0
10639,1997-08-20 00:00:00.0,0
10640,1997-08-21 00:00:00.0,0
10640,1997-08-21 00:00:00.0,0
10640,1997-08-21 00:00:00.0,0
10641,1997-08-22 00:00:00.0,0
10641,1997-08-22 00:00:00.0,0
10641,1997-08-22 00:00:00.0,0
10642,1997-08-22 00:00:00.0,0
10642,1997-08-22 00:00:00.0,0
10642,1997-08-22 00:00:00.0,0
10642,1997-08-22 00:00:00.0,0
10643,1997-08-25 00:00:00.0,0
10643,1997-08-25 00:00:00.0,0
10643,1997-08-25 00:00:00.0,0
10644,1997-08-25 00:00:00.0,0
10644,1997-08-25 00:00:00.0,0
10644,1997-08-25 00:00:00.0,0
10644,1997-08-25 00:00:00.0,0
10645,1997-08-26 00:00:00.0,0
10645,1997-08-26 00:00:00.0,0
10645,1997-08-26 00:00:00.0,0
10646,1997-08-27 00:00:00.0,0
10646,1997-08-27 00:00:00.0,0
10646,1997-08-27 00:00:00.0,0
10647,1997-08-27 00:00:00.0,0
10647,1997-08-27 00:00:00.0,0
10647,1997-08-27 00:00:00.0,0
10647,1997-08-27 00:00:00.0,0
10648,1997-08-28 00:00:00.0,0
10648,1997-08-28 00:00:00.0,0
10648,1997-08-28 00:00:00.0,0
10649,1997-08-28 00:00:00.0,0
10649,1997-08-28 00:00:00.0,0
10649,1997-08-28 00:00:00.0,0
10649,1997-08-28 00:00:00.0,0
10650,1997-08-29 00:00:00.0,0
10650,1997-08-29 00:00:00.0,0
10650,1997-08-29 00:00:00.0,0
10651,1997-09-01 00:00:00.0,0
10651,1997-09-01 00:00:00.0,0
10651,1997-09-01 00:00:00.0,0
10652,1997-09-01 00:00:00.0,0
10652,1997-09-01 00:00:00.0,0
10652,1997-09-01 00:00:00.0,0
10652,1997-09-01 00:00:00.0,0
10653,1997-09-02 00:00:00.0,0
10653,1997-09-02 00:00:00.0,0
10653,1997-09-02 00:00:00.0,0
10654,1997-09-02 00:00:00.0,0
10654,1997-09-02 00:00:00.0,0
10654,1997-09-02 00:00:00.0,0
10654,1997-09-02 00:00:00.0,0
10655,1997-09-03 00:00:00.0,0
10655,1997-09-03 00:00:00.0,0
10655,1997-09-03 00:00:00.0,0
10656,1997-09-04 00:00:00.0,0
10656,1997-09-04 00:00:00.0,0
10656,1997-09-04 00:00:00.0,0
10657,1997-09-04 00:00:00.0,0
10657,1997-09-04 00:00:00.0,0
10657,1997-09-04 00:00:00.0,0
10657,1997-09-04 00:00:00.0,0
10658,1997-09-05 00:00:00.0,0
10658,1997-09-05 00:00:00.0,0
10658,1997-09-05 00:00:00.0,0
10659,1997-09-05 00:00:00.0,0
10659,1997-09-05 00:00:00.0,0
10659,1997-09-05 00:00:00.0,0
10659,1997-09-05 00:00:00.0,0
10660,1997-09-08 00:00:00.0,0
10660,1997-09-08 00:00:00.0,0
10660,1997-09-08 00:00:00.0,0
10661,1997-09-09 00:00:00.0,0
10661,1997-09-09 00:00:00.0,0
10661,1997-09-09 00:00:00.0,0
10662,1997-09-09 00:00:00.0,0
10662,1997-09-09 00:00:00.0,0
10662,1997-09-09 00:00:00.0,0
10662,1997-09-09 00:00:00.0,0
10663,1997-09-10 00:00:00.0,0
10663,1997-09-10 00:00:00.0,0
10663,1997-09-10 00:00:00.0,0
10664,1997-09-10 00:00:00.0,0
10664,1997-09-10 00:00:00.0,0
10664,1997-09-10 00:00:00.0,0
10664,1997-09-10 00:00:00.0,0
10665,1997-09-11 00:00:00.0,0
10665,1997-09-11 00:00:00.0,0
10665,1997-09-11 00:00:00.0,0
10666,1997-09-12 00:00:00.0,0
10666,1997-09-12 00:00:00.0,0
10666,1997-09-12 00:00:00.0,0
10667,1997-09-12 00:00:00.0,0
10667,1997-09-12 00:00:00.0,0
10667,1997-09-12 00:00:00.0,0
10667,1997-09-12 00:00:00.0,0
10668,1997-09-15 00:00:00.0,0
10668,1997-09-15 00:00:00.0,0
10668,1997-09-15 00:00:00.0,0
10669,1997-09-15 00:00:00.0,0
10669,1997-09-15 00:00:00.0,0
10669,1997-09-15 00:00:00.0,0
10669,1997-09-15 00:00:00.0,0
10670,1997-09-16 00:00:00.0,0
10670,1997-09-16 00:00:00.0,0
10670,1997-09-16 00:00:00.0,0
10671,1997-09-17 00:00:00.0,0
10671,1997-09-17 00:00:00.0,0
10671,1997-09-17 00:00:00.0,0
10672,1997-09-17 00:00:00.0,0
10672,1997-09-17 00:00:00.0,0
10672,1997-09-17 00:00:00.0,0
10672,1997-09-17 00:00:00.0,0
10673,1997-09-18 00:00:00.0,0
10673,1997-09-18 00:00:00.0,0
10673,1997-09-18 00:00:00.0,0
10674,1997-09-18 00:00:00.0,0
10674,1997-09-18 00:00:00.0,0
10674,1997-09-18 00:00:00.0,0
10674,1997-09-18 00:00:00.0,0
10675,1997-09-19 00:00:00.0,0
10675,1997-09-19 00:00:00.0,0
10675,1997-09-19 00:00:00.0,0
10676,1997-09-22 00:00:00.0,0
10676,1997-09-22 00:00:00.0,0
10676,1997-09-22 00:00:00.0,0
10677,1997-09-22 00:00:00.0,0
10677,1997-09-22 00:00:00.0,0
10677,1997-09-22 00:00:00.0,0
10677,1997-09-22 00:00:00.0,0
10678,1997-09-23 00:00:00.0,0
10678,1997-09-23 00:00:00.0,0
10678,1997-09-23 00:00:00.0,0
10679,1997-09-23 00:00:00.0,0
10679,1997-09-23 00:00:00.0,0
10679,1997-09-23 00:00:00.0,0
10679,1997-09-23 00:00:00.0,0
10680,1997-09-24 00:00:00.0,0
10680,1997-09-24 00:00:00.0,0
10680,1997-09-24 00:00:00.0,0
10681,1997-09-25 00:00:00.0,0
10681,1997-09-25 00:00:00.0,0
10681,1997-09-25 00:00:00.0,0
10682,1997-09-25 00:00:00.0,0
10682,1997-09-25 00:00:00.0,0
10682,1997-09-25 00:00:00.0,0
10682,1997-09-25 00:00:00.0,0
10683,1997-09-26 00:00:00.0,0
10683,1997-09-26 00:00:00.0,0
10683,1997-09-26 00:00:00.0,0
10684,1997-09-26 00:00:00.0,0
10684,1997-09-26 00:00:00.0,0
10684,1997-09-26 00:00:00.0,0
10684,1997-09-26 00:00:00.0,0
10685,1997-09-29 00:00:00.0,0
10685,1997-09-29 00:00:00.0,0
10685,1997-09-29 00:00:00.0,0
10686,1997-09-30 00:00:00.0,0
10686,1997-09-30 00:00:00.0,0
10686,1997-09-30 00:00:00.0,0
10687,1997-09-30 00:00:00.0,0
10687,1997-09-30 00:00:00.0,0
10687,1997-09-30 00:00:00.0,0
10687,1997-09-30 00:00:00.0,0
10688,1997-10-01 00:00:00.0,0
10688,1997-10-01 00:00:00.0,0
10688,1997-10-01 00:00:00.0,0
10689,1997-10-01 00:00:00.0,0
10689,1997-10-01 00:00:00.0,0
10689,1997-10-01 00:00:00.0,0
10689,1997-10-01 00:00:00.0,0
10690,1997-10-02 00:00:00.0,0
10690,1997-10-02 00:00:00.0,0
10690,1997-10-02 00:00:00.0,0
10691,1997-10-03 00:00:00.0,0
10691,1997-10-03 00:00:00.0,0
10691,1997-10-03 00:00:00.0,0
10692,1997-10-03 00:00:00.0,0
10692,1997-10-03 00:00:00.0,0
10692,1997-10-03 00:00:00.0,0
10692,1997-10-03 00:00:00.0,0
10693,1997-10-06 00:00:00.0,0
10693,1997-10-06 00:00:00.0,0
10693,1997-10-06 00:00:00.0,0
10694,1997-10-06 00:00:00.0,0
10694,1997-10-06 00:00:00.0,0
10694,1997-10-06 00:00:00.0,0
10694,1997-10-06 00:00:00.0,0
10695,1997-10-07 00:00:00.0,0
10695,1997-10-07 00:00:00.0,0
10695,1997-10-07 00:00:00.0,0
10696,1997-10-08 00:00:00.0,0
10696,1997-10-08 00:00:00.0,0
10696,1997-10-08 00:00:00.0,0
10697,1997-10-08 00:00:00.0,0
10697,1997-10-08 00:00:00.0,0
10697,1997-10-08 00:00:00.0,0
10697,1997-10-08 00:00:00.0,0
10698,1997-10-09 00:00:00.0,0
10698,1997-10-09 00:00:00.0,0
10698,1997-10-09 00:00:00.0,0
10699,1997-10-09 00:00:00.0,0
10699,1997-10-09 00:00:00.0,0
10699,1997-10-09 00:00:00.0,0
10699,1997-10-09 00:00:00.0,0
10700,1997-10-10 00:00:00.0,0
10700,1997-10-10 00:00:00.0,0
10700,1997-10-10 00:00:00.0,0
10701,1997-10-13 00:00:00.0,0
10701,1997-10-13 00:00:00.0,0
10701,1997-10-13 00:00:00.0,0
10702,1997-10-13 00:00:00.0,0
10702,1997-10-13 00:00:00.0,0
10702,1997-10-13 00:00:00.0,0
10702,1997-10-13 00:00:00.0,0
10703,1997-10-14 00:00:00.0,0
10703,1997-10-14 00:00:00.0,0
10703,1997-10-14 00:00:00.0,0
10704,1997-10-14 00:00:00.0,0
10704,1997-10-14 00:00:00.0,0
10704,1997-10-14 00:00:00.0,0
10704,1997-10-14 00:00:00.0,0
10705,1997-10-15 00:00:00.0,0
10705,1997-10-15 00:00:00.0,0
10705,1997-10-15 00:00:00.0,0
10706,1997-10-16 00:00:00.0,0
10706,1997-10-16 00:00:00.0,0
10706,1997-10-16 00:00:00.0,0
10707,1997-10-16 00:00:00.0,0
10707,1997-10-16 00:00:00.0,0
10707,1997-10-16 00:00:00.0,0
10707,1997-10-16 00:00:00.0,0
10708,1997-10-17 00:00:00.0,0
10708,1997-10-17 00:00:00.0,0
10708,1997-10-17 00:00:00.0,0
10709,1997-10-17 00:00:00.0,0
10709,1997-10-17 00:00:00.0,0
10709,1997-10-17 00:00:00.0,0
10709,1997-10-17 00:00:00.0,0
10710,1997-10-20 00:00:00.0,0
10710,1997-10-20 00:00:00.0,0
10710,1997-10-20 00:00:00.0,0
10711,1997-10-21 00:00:00.0,0
10711,1997-10-21 00:00:00.0,0
10711,1997-10-21 00:00:00.0,0
10712,1997-10-21 00:00:00.0,0
10712,1997-10-21 00:00:00.0,0
10712,1997-10-21 00:00:00.0,0
10712,1997-10-21 00:00:00.0,0
10713,1997-10-22 00:00:00.0,0
10713,1997-10-22 00:00:00.0,0
10713,1997-10-22 00:00:00.0,0
10714,1997-10-22 00:00:00.0,0
10714,1997-10-22 00:00:00.0,0
10714,1997-10-22 00:00:00.0,0
10714,1997-10-22 00:00:00.0,0
10715,1997-10-23 00:00:00.0,0
10715,1997-10-23 00:00:00.0,0
10715,1997-10-23 00:00:00.0,0
10716,1997-10-24 00:00:00.0,0
10716,1997-10-24 00:00:00.0,0
10716,1997-10-24 00:00:00.0,0
10717,1997-10-24 00:00:00.0,0
10717,1997-10-24 00:00:00.0,0
10717,1997-10-24 00:00:00.0,0
10717,1997-10-24 00:00:00.0,0
10718,1997-10-27 00:00:00.0,0
10718,1997-10-27 00:00:00.0,0
10718,1997-10-27 00:00:00.0,0
10719,1997-10-27 00:00:00.0,0
10719,1997-10-27 00:00:00.0,0
10719,1997-10-27 00:00:00.0,0
10719,1997-10-27 00:00:00.0,0
10720,1997-10-28 00:00:00.0,0
10720,1997-10-28 00:00:00.0,0
10720,1997-10-28 00:00:00.0,0
10721,1997-10-29 00:00:00.0,0
10721,1997-10-29 00:00:00.0,0
10721,1997-10-29 00:00:00.0,0
10722,1997-10-29 00:00:00.0,0
10722,1997-10-29 00:00:00.0,0
10722,1997-10-29 00:00:00.0,0
10722,1997-10-29 00:00:00.0,0
10723,1997-10-30 00:00:00.0,0
10723,1997-10-30 00:00:00.0,0
10723,1997-10-30 00:00:00.0,0
10724,1997-10-30 00:00:00.0,0
10724,1997-10-30 00:00:00.0,0
10724,1997-10-30 00:00:00.0,0
10724,1997-10-30 00:00:00.0,0
10725,1997-10-31 00:00:00.0,0
10725,1997-10-31 00:00:00.0,0
10725,1997-10-31 00:00:00.0,0
10726,1997-11-03 00:00:00.0,0
10726,1997-11-03 00:00:00.0,0
10726,1997-11-03 00:00:00.0,0
10727,1997-11-03 00:00:00.0,0
10727,1997-11-03 00:00:00.0,0
10727,1997-11-03 00:00:00.0,0
10727,1997-11-03 00:00:00.0,0
10728,1997-11-04 00:00:00.0,0
10728,1997-11-04 00:00:00.0,0
10728,1997-11-04 00:00:00.0,0
10729,1997-11-04 00:00:00.0,0
10729,1997-11-04 00:00:00.0,0
10729,1997-11-04 00:00:00.0,0
10729,1997-11-04 00:00:00.0,0
10730,1997-11-05 00:00:00.0,0
10730,1997-11-05 00:00:00.0,0
10730,1997-11-05 00:00:00.0,0
10731,1997-11-06 00:00:00.0,0
10731,1997-11-06 00:00:00.0,0
10731,1997-11-06 00:00:00.0,0
10732,1997-11-06 00:00:00.0,0
10732,1997-11-06 00:00:00.0,0
10732,1997-11-06 00:00:00.0,0
10732,1997-11-06 00:00:00.0,0
10733,1997-11-07 00:00:00.0,0
10733,1997-11-07 00:00:00.0,0
10733,1997-11-07 00:00:00.0,0
10734,1997-11-07 00:00:00.0,0
10734,1997-11-07 00:00:00.0,0
10734,1997-11-07 00:00:00.0,0
10734,1997-11-07 00:00:00.0,0
10735,1997-11-10 00:00:00.0,0
10735,1997-11-10 00:00:00.0,0
10735,1997-11-10 00:00:00.0,0
10736,1997-11-11 00:00:00.0,0
10736,1997-11-11 00:00:00.0,0
10736,1997-11-11 00:00:00.0,0
10737,1997-11-11 00:00:00.0,0
10737,1997-11-11 00:00:00.0,0
10737,1997-11-11 00:00:00.0,0
10737,1997-11-11 00:00:00.0,0
10738,1997-11-12 00:00:00.0,0
10738,1997-11-12 00:00:00.0,0
10738,1997-11-12 00:00:00.0,0
10739,1997-11-12 00:00:00.0,0
10739,1997-11-12 00:00:00.0,0
10739,1997-11-12 00:00:00.0,0
10739,1997-11-12 00:00:00.0,0
10740,1997-11-13 00:00:00.0,0
10740,1997-11-13 00:00:00.0,0
10740,1997-11-13 00:00:00.0,0
